sample_accession	run_accession	assembly_accession	assembly_seqkit_sum	asm_pipe_filter	asm_fasta_on_osf	dataset	scientific_name	sylph_species_pre_202505	in_hq_pre_202505	sylph_species	sylph_filter	hq_filter	osf_tarball_filename	osf_tarball_url	aws_url	comments
SAMD00153216	DRR161238	ERZ25080381	seqkit.v0.1_DLS_k0_2e7e84eb831b0034d568fbf9341d6c84	PASS	1	r0.2	Mycolicibacterium anyangense	Mycobacterium anyangense	T	Mycobacterium anyangense	PASS	PASS	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00153216.fa.gz	None
SAMD00153217	DRR161239	ERZ25080384	seqkit.v0.1_DLS_k0_dfde4c04ade68a59257becd15111ab29	PASS	1	r0.2	Mycolicibacterium sarraceniae	Mycobacterium sarraceniae	T	Mycobacterium sarraceniae	PASS	PASS	atb.assembly.r0.2.batch.123.tar.xz	https://osf.io/download/6671706e6b6c8e343604cae2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00153217.fa.gz	None
SAMD00153218	DRR161240	ERZ25080388	seqkit.v0.1_DLS_k0_a1cc5a42fab880e84f4813f506f7fb12	PASS	1	r0.2	Mycolicibacterium helvum	Mycobacterium helvum	T	Mycobacterium helvum	PASS	PASS	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00153218.fa.gz	None
SAMD00153219	DRR161241	ERZ25080387	seqkit.v0.1_DLS_k0_c3fb6619bbdac862c888f7fe94c23748	PASS	1	r0.2	Mycobacteroides abscessus subsp. massiliense	Mycobacterium abscessus	T	Mycobacterium abscessus	PASS	PASS	atb.assembly.r0.2.batch.327.tar.xz	https://osf.io/download/6673fd562026e9027823da7f/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00153219.fa.gz	None
SAMD00153220	DRR161242	ERZ25080386	seqkit.v0.1_DLS_k0_23bf2d30d396d7726ad5215f69df0664	PASS	1	r0.2	Mycobacterium paraintracellulare	Mycobacterium intracellulare	T	Mycobacterium intracellulare	PASS	PASS	atb.assembly.r0.2.batch.330.tar.xz	https://osf.io/download/6673fd10e02bac023fb218ce/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00153220.fa.gz	None
SAMD00153221	DRR161243	ERZ25080385	seqkit.v0.1_DLS_k0_0ad9cfc14a308acf510cdfdb3b147156	PASS	1	r0.2	Mycolicibacter algericus	Mycobacterium algericum	T	Mycobacterium algericum	PASS	PASS	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00153221.fa.gz	None
SAMD00153222	DRR161244	ERZ25080391	seqkit.v0.1_DLS_k0_018e054f2c517faa798805ffefc3f595	PASS	1	r0.2	Mycobacterium bourgelatii	Mycobacterium bourgelatii	T	Mycobacterium bourgelatii	PASS	PASS	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00153222.fa.gz	None
SAMD00153223	DRR161245	ERZ25080390	seqkit.v0.1_DLS_k0_5c9605cc2983c15e69b62575add17f49	PASS	1	r0.2	Mycobacterium timonense	Mycobacterium marseillense	T	Mycobacterium marseillense	PASS	PASS	atb.assembly.r0.2.batch.123.tar.xz	https://osf.io/download/6671706e6b6c8e343604cae2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00153223.fa.gz	None
SAMD00153224	DRR161246	ERZ25080389	seqkit.v0.1_DLS_k0_c561839fb8d54d5d5b51ca46ef8d30e2	PASS	1	r0.2	Mycolicibacterium hippocampi	Mycobacterium hippocampi_B	T	Mycobacterium hippocampi_B	PASS	PASS	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00153224.fa.gz	None
SAMD00161080	DRR169029	ERZ25080626	seqkit.v0.1_DLS_k0_212f9a816415b21534fb5af50c4f3504	PASS	1	r0.2	Pseudaquabacterium pictum;Rubrivivax pictus	Aquabacterium_A pictum	T	Aquabacterium_A pictum	PASS	PASS	atb.assembly.r0.2.batch.96.tar.xz	https://osf.io/download/667155b965e1de5e8b893c9b/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00161080.fa.gz	None
SAMD00165212	DRR180618	ERZ25080767	seqkit.v0.1_DLS_k0_6676624a11bb0b45cb7970f94fced8a6	PASS	1	r0.2	Stella humosa	Stella humosa	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.140.tar.xz	https://osf.io/download/66717fb5d835c439e84cdf1d/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00165212.fa.gz	None
SAMD00165214	DRR180622	ERZ25080766	seqkit.v0.1_DLS_k0_f8da93eb50dc69c3e5194effb75f1025	PASS	1	r0.2	Stella vacuolata	Stella vacuolata	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.140.tar.xz	https://osf.io/download/66717fb5d835c439e84cdf1d/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00165214.fa.gz	None
SAMD00172921	DRR180483	ERZ25081196	seqkit.v0.1_DLS_k0_cfaa967463848d88858d4f9093ac7f20	PASS	1	r0.2	Methylogaea oryzae JCM 16910	Methylogaea oryzae	T	Methylogaea oryzae	PASS	PASS	atb.assembly.r0.2.batch.121.tar.xz	https://osf.io/download/667170db65e1de5eb0893e12/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00172921.fa.gz	None
SAMD00183390	DRR199590	ERZ25082049	seqkit.v0.1_DLS_k0_399288a52597e7b39ab33c6a8c465c2b	PASS	1	r0.2	Vibrio atypicus	Vibrio atypicus	T	Vibrio atypicus	PASS	PASS	atb.assembly.r0.2.batch.147.tar.xz	https://osf.io/download/6671807d0f8c8017ff3c98dd/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00183390.fa.gz	None
SAMD00184884	DRR192186	ERZ25082047	seqkit.v0.1_DLS_k0_8994a16bdf43ae39d570d7e9dcd7b506	PASS	1	r0.2	Deinococcus grandis	Deinococcus grandis	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.108.tar.xz	https://osf.io/download/66715dfc77ff4c5f3ee04630/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00184884.fa.gz	None
SAMD00186790	DRR201558	ERZ25082052	seqkit.v0.1_DLS_k0_81a222a96772f123a227783921bf5506	PASS	1	r0.2	Rhodococcus aetherivorans	Rhodococcus aetherivorans	T	Rhodococcus aetherivorans	PASS	PASS	atb.assembly.r0.2.batch.135.tar.xz	https://osf.io/download/66717cf86b6c8e344b04cb98/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00186790.fa.gz	None
SAMD00191436	DRR196107	ERZ25082267	seqkit.v0.1_DLS_k0_c30f155d40a754aaca4dd7f3a69db1c2	PASS	1	r0.2	Serratia marcescens	Serratia marcescens	T	Serratia marcescens	PASS	PASS	atb.assembly.r0.2.batch.137.tar.xz	https://osf.io/download/66717c8677ff4c5f82e044c8/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00191436.fa.gz	None
SAMD00192834	DRR198110	ERZ25082343	seqkit.v0.1_DLS_k0_7456586152fd04356bd2a41e7dadaf63	PASS	1	r0.2	Akkermansia muciniphila	Akkermansia muciniphila	T	Akkermansia muciniphila	PASS	PASS	atb.assembly.r0.2.batch.94.tar.xz	https://osf.io/download/66715576d835c439ba4cdfdf/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00192834.fa.gz	None
SAMD00197529	DRR201557	ERZ25083008	seqkit.v0.1_DLS_k0_6d38a1ce49b3d0a3c4375012211f8015	PASS	1	r0.2	Mycobacterium xenopi	Mycobacterium xenopi	F	unknown	SYLPH_RESULTS_FAIL	CHECKM2_MIN_COMPL,SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.123.tar.xz	https://osf.io/download/6671706e6b6c8e343604cae2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00197529.fa.gz	None
SAMD00200813	DRR266978	ERZ25083141	seqkit.v0.1_DLS_k0_4c35b29ada8b2bf781dc03c3e25cb967	PASS	1	r0.2	Bifidobacterium longum subsp. longum	Bifidobacterium longum	T	Bifidobacterium longum	PASS	PASS	atb.assembly.r0.2.batch.25.tar.xz	https://osf.io/download/667143de0f8c8017ab3c9431/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00200813.fa.gz	None
SAMD00206871	DRR212432	ERZ25083254	seqkit.v0.1_DLS_k0_82cd7f8b0cddee75c744171d43f4bab6	PASS	1	r0.2	Acinetobacter baumannii	Acinetobacter baumannii	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.2.tar.xz	https://osf.io/download/dtrgb/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00206871.fa.gz	None
SAMD00215733	DRR259155	ERZ25083743	seqkit.v0.1_DLS_k0_d875fbe42fc35f8748b5c172e40c9508	PASS	1	r0.2	Anaerostipes caccae L1-92	Anaerostipes caccae	T	Anaerostipes caccae	PASS	PASS	atb.assembly.r0.2.batch.96.tar.xz	https://osf.io/download/667155b965e1de5e8b893c9b/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00215733.fa.gz	None
SAMD00222959	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMD00224198	DRR226681	ERZ25459452	seqkit.v0.1_DLS_k0_dc346d4d588df02cadd5ab6517e25bb2	PASS	1	r0.2	Buttiauxella agrestis	Buttiauxella agrestis	T	Buttiauxella agrestis	PASS	PASS	atb.assembly.r0.2.batch.102.tar.xz	https://osf.io/download/mfnug/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00224198.fa.gz	None
SAMD00235770	DRR237652	ERZ25460641	seqkit.v0.1_DLS_k0_ba5070aabd696fb9fdeb7742fd520551	PASS	1	r0.2	Tritonibacter mobilis	Epibacterium mobile	T	Epibacterium mobile	PASS	PASS	atb.assembly.r0.2.batch.111.tar.xz	https://osf.io/download/66716a12d835c439cd4ce3c5/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235770.fa.gz	None
SAMD00235771	DRR237670	ERZ25460644	seqkit.v0.1_DLS_k0_3febe83d01a7ffce529bff615f609bff	PASS	1	r0.2	Gluconobacter frateurii	Gluconobacter_A frateurii	T	Gluconobacter_A frateurii	PASS	PASS	atb.assembly.r0.2.batch.113.tar.xz	https://osf.io/download/66716a366b6c8e342a04d089/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235771.fa.gz	None
SAMD00235772	DRR237651	ERZ25460649	seqkit.v0.1_DLS_k0_bb6ab06761e121d0c80a96de8a1d2d73	PASS	1	r0.2	Gluconobacter roseus NBRC 3990	Gluconobacter roseus	T	Gluconobacter roseus	PASS	PASS	atb.assembly.r0.2.batch.113.tar.xz	https://osf.io/download/66716a366b6c8e342a04d089/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235772.fa.gz	None
SAMD00235775	DRR237653	ERZ25460653	seqkit.v0.1_DLS_k0_03ceb695618d2a8104d43b3a545aaab0	PASS	1	r0.2	Paraferrimonas sedimenticola	Paraferrimonas sedimenticola	T	Paraferrimonas sedimenticola	PASS	PASS	atb.assembly.r0.2.batch.127.tar.xz	https://osf.io/download/6671719165e1de5eb5893c28/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235775.fa.gz	None
SAMD00235776	DRR237654	ERZ25460657	seqkit.v0.1_DLS_k0_c8374d3f8d2f49155b1db52123675f56	PASS	1	r0.2	Methylophaga thalassica	Methylophaga aminisulfidivorans	T	Methylophaga aminisulfidivorans	PASS	PASS	atb.assembly.r0.2.batch.121.tar.xz	https://osf.io/download/667170db65e1de5eb0893e12/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235776.fa.gz	None
SAMD00235777	DRR237655	ERZ25460661	seqkit.v0.1_DLS_k0_c6ccbc41469f86ff82ae3ce6e5d0971c	PASS	1	r0.2	Pseudoalteromonas tetraodonis GFC	Pseudoalteromonas tetraodonis	T	Pseudoalteromonas tetraodonis	PASS	PASS	atb.assembly.r0.2.batch.131.tar.xz	https://osf.io/download/3e5yj/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235777.fa.gz	None
SAMD00235780	DRR237657	ERZ25460669	seqkit.v0.1_DLS_k0_a4b4707bafdd813916858de603d08f48	PASS	1	r0.2	Devosia yakushimensis	unknown	F	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.638.tar.xz	https://osf.io/download/kxpg2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235780.fa.gz	None
SAMD00235781	DRR237658	ERZ25460674	seqkit.v0.1_DLS_k0_08f2b185791adf27771238e926b9f086	PASS	1	r0.2	Psychrosphaera saromensis	Psychrosphaera saromensis	T	Psychrosphaera saromensis	PASS	PASS	atb.assembly.r0.2.batch.134.tar.xz	https://osf.io/download/66717c396b6c8e345004ca6e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235781.fa.gz	None
SAMD00235782	DRR237659	ERZ25460678	seqkit.v0.1_DLS_k0_50c133e214a433004da1888e02c89d21	PASS	1	r0.2	Maritalea porphyrae	unknown	F	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.638.tar.xz	https://osf.io/download/kxpg2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235782.fa.gz	None
SAMD00235783	DRR237660	ERZ25460684	seqkit.v0.1_DLS_k0_c77d3860ace9d869358d207135726e62	PASS	1	r0.2	Algimonas porphyrae	unknown	F	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.638.tar.xz	https://osf.io/download/kxpg2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235783.fa.gz	None
SAMD00235826	DRR237661	ERZ25460685	seqkit.v0.1_DLS_k0_5b0097519131de798239761d8249eb31	PASS	1	r0.2	Algimonas ampicilliniresistens	unknown	F	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.638.tar.xz	https://osf.io/download/kxpg2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235826.fa.gz	None
SAMD00235827	DRR237662	ERZ25460691	seqkit.v0.1_DLS_k0_08235a775cd638c5f55ae1bf167e9c01	PASS	1	r0.2	Sulfitobacter pacificus	Psychrobacter pacificensis	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.134.tar.xz	https://osf.io/download/66717c396b6c8e345004ca6e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235827.fa.gz	None
SAMD00235828	DRR237663	ERZ25460694	seqkit.v0.1_DLS_k0_92aa4090a65d3e2b510a595a8be0d8ed	PASS	1	r0.2	Litoribrevibacter albus	unknown	F	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.638.tar.xz	https://osf.io/download/kxpg2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235828.fa.gz	None
SAMD00235829	DRR237664	ERZ25460696	seqkit.v0.1_DLS_k0_b59508a655f03d8b4def7d0a76713192	PASS	1	r0.2	Amylibacter marinus	unknown	F	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.638.tar.xz	https://osf.io/download/kxpg2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235829.fa.gz	None
SAMD00235831	DRR237666	ERZ25460706	seqkit.v0.1_DLS_k0_2f43d80a86e9842ce10847eeaf71dd46	PASS	1	r0.2	Dyella nitratireducens	Dyella_B nitratireducens	T	Dyella_B nitratireducens	PASS	PASS	atb.assembly.r0.2.batch.109.tar.xz	https://osf.io/download/66715e2b77ff4c5f4fe04901/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235831.fa.gz	None
SAMD00235832	DRR237667	ERZ25460712	seqkit.v0.1_DLS_k0_d5f7658e17f14bf70f0cc48a0272a9aa	PASS	1	r0.2	Dyella lipolytica	unknown	F	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.638.tar.xz	https://osf.io/download/kxpg2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235832.fa.gz	None
SAMD00235833	DRR237668	ERZ25460717	seqkit.v0.1_DLS_k0_7ca4146828618c4c11c4180190f09bbf	PASS	1	r0.2	Dyella flava	Dyella_B flava	T	Dyella_B flava	PASS	PASS	atb.assembly.r0.2.batch.109.tar.xz	https://osf.io/download/66715e2b77ff4c5f4fe04901/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235833.fa.gz	None
SAMD00235834	DRR237669	ERZ25460721	seqkit.v0.1_DLS_k0_25ca0581f62e614885f8e66ca7ef6009	PASS	1	r0.2	Devosia nitrariae	unknown	F	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.638.tar.xz	https://osf.io/download/kxpg2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00235834.fa.gz	None
SAMD00238634	DRR248859	ERZ25508587	seqkit.v0.1_DLS_k0_51e47389b0379e85c9e968776e563a9c	PASS	1	r0.2	Faecalibacillus intestinalis	Faecalibacillus intestinalis	T	Faecalibacillus intestinalis	PASS	PASS	atb.assembly.r0.2.batch.111.tar.xz	https://osf.io/download/66716a12d835c439cd4ce3c5/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238634.fa.gz	None
SAMD00238643	DRR240115	ERZ25508600	seqkit.v0.1_DLS_k0_58e00c316002e180448b14ffb27d5a9e	PASS	1	r0.2	Gluconobacter japonicus	Gluconobacter_A japonicus	T	Gluconobacter_A japonicus	PASS	PASS	atb.assembly.r0.2.batch.113.tar.xz	https://osf.io/download/66716a366b6c8e342a04d089/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238643.fa.gz	None
SAMD00238646	DRR240116	ERZ25508608	seqkit.v0.1_DLS_k0_1f0f80198649db86dded717015c988c8	PASS	1	r0.2	Gluconobacter cerinus	Gluconobacter_A cerinus	T	Gluconobacter_A cerinus	PASS	PASS	atb.assembly.r0.2.batch.113.tar.xz	https://osf.io/download/66716a366b6c8e342a04d089/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238646.fa.gz	None
SAMD00238647	DRR240117	ERZ25508614	seqkit.v0.1_DLS_k0_ab8f6b45a775a9c94e9d6a5a957331c3	PASS	1	r0.2	Gluconobacter kondonii	Gluconobacter kondonii	T	Gluconobacter kondonii	PASS	PASS	atb.assembly.r0.2.batch.113.tar.xz	https://osf.io/download/66716a366b6c8e342a04d089/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238647.fa.gz	None
SAMD00238648	DRR240118	ERZ25508622	seqkit.v0.1_DLS_k0_cc9698910e58f42ac7b42dd80b74627d	PASS	1	r0.2	Gluconobacter albidus	Gluconobacter albidus	T	Gluconobacter albidus	PASS	PASS	atb.assembly.r0.2.batch.113.tar.xz	https://osf.io/download/66716a366b6c8e342a04d089/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238648.fa.gz	None
SAMD00238649	DRR240119	ERZ25508629	seqkit.v0.1_DLS_k0_ddbc9f51f5a4cbaedfa2f6d3409669c9	PASS	1	r0.2	Vibrio penaeicida	Vibrio penaeicida	T	Vibrio penaeicida	PASS	PASS	atb.assembly.r0.2.batch.148.tar.xz	https://osf.io/download/6671805c65e1de5ecb893d4c/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238649.fa.gz	None
SAMD00238650	DRR240120	ERZ25508635	seqkit.v0.1_DLS_k0_6e2f677bd1cbd8edb778e999cd83c75e	PASS	1	r0.2	Mesorhizobium huakuii	Mesorhizobium jarvisii	T	Mesorhizobium jarvisii	PASS	PASS	atb.assembly.r0.2.batch.120.tar.xz	https://osf.io/download/6671706965e1de5eb5893baa/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238650.fa.gz	None
SAMD00238691	DRR240122	ERZ25508650	seqkit.v0.1_DLS_k0_c40a9c1c0e5cd9805c13ceac2a13db8f	PASS	1	r0.2	Dyella flagellata	unknown	F	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.638.tar.xz	https://osf.io/download/kxpg2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238691.fa.gz	None
SAMD00238692	DRR240123	ERZ25508657	seqkit.v0.1_DLS_k0_13526e33a35e322cd1e812590f972514	PASS	1	r0.2	Dyella acidisoli	unknown	F	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.638.tar.xz	https://osf.io/download/kxpg2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238692.fa.gz	None
SAMD00238693	DRR240124	ERZ25508663	seqkit.v0.1_DLS_k0_8326b0165bae5215a4a2f929796dba38	PASS	1	r0.2	Dyella mobilis	Dyella_B mobilis	T	Dyella_B mobilis	PASS	PASS	atb.assembly.r0.2.batch.109.tar.xz	https://osf.io/download/66715e2b77ff4c5f4fe04901/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238693.fa.gz	None
SAMD00238694	DRR240125	ERZ25508670	seqkit.v0.1_DLS_k0_2664869f623f40c1846e1a2554a294ee	PASS	1	r0.2	Mycoavidus cysteinexigens	Mycoavidus cysteinexigens	T	Mycoavidus cysteinexigens	PASS	PASS	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238694.fa.gz	None
SAMD00238696	DRR240127	ERZ25508685	seqkit.v0.1_DLS_k0_b0492821b8241b284d9ae3c6b49732c8	PASS	1	r0.2	Mixta theicola	Mixta theicola	T	Mixta theicola	PASS	PASS	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238696.fa.gz	None
SAMD00238698	DRR240129	ERZ25508699	seqkit.v0.1_DLS_k0_a215f0920504f9be25483d2682ee6f3d	PASS	1	r0.2	Portibacter lacus	Portibacter lacus	T	Portibacter lacus	PASS	PASS	atb.assembly.r0.2.batch.129.tar.xz	https://osf.io/download/rnqba/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238698.fa.gz	None
SAMD00238699	DRR240130	ERZ25508705	seqkit.v0.1_DLS_k0_c55d089c75cc8270ca38ccf5940b9b15	PASS	1	r0.2	Ciceribacter naphthalenivorans	Allorhizobium naphthalenivorans	T	Allorhizobium naphthalenivorans	PASS	PASS	atb.assembly.r0.2.batch.95.tar.xz	https://osf.io/download/667155b86b6c8e341c04cdf0/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238699.fa.gz	None
SAMD00238700	DRR240131	ERZ25508715	seqkit.v0.1_DLS_k0_90d2e9fc5ee4a45d29b9e00cc12eebf3	PASS	1	r0.2	Limnobacter litoralis	unknown	F	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.638.tar.xz	https://osf.io/download/kxpg2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238700.fa.gz	None
SAMD00238701	DRR240132	ERZ25508722	seqkit.v0.1_DLS_k0_754350fe4c423965f5e7535be9ef0792	PASS	1	r0.2	Psychrobacter pacificensis	Psychrobacter pacificensis	T	Psychrobacter pacificensis	PASS	PASS	atb.assembly.r0.2.batch.134.tar.xz	https://osf.io/download/66717c396b6c8e345004ca6e/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238701.fa.gz	None
SAMD00238702	DRR240133	ERZ25508729	seqkit.v0.1_DLS_k0_fa4f4e037ffc3aa5bb93ad37903d602a	PASS	1	r0.2	Shewanella decolorationis	Shewanella decolorationis	T	Shewanella decolorationis	PASS	PASS	atb.assembly.r0.2.batch.137.tar.xz	https://osf.io/download/66717c8677ff4c5f82e044c8/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238702.fa.gz	None
SAMD00238703	DRR240134	ERZ25508736	seqkit.v0.1_DLS_k0_b80bf6a9c4146518cc6c412bc09263fb	PASS	1	r0.2	Pseudomonas plecoglossicida	Pseudomonas_E plecoglossicida	T	Pseudomonas_E plecoglossicida	PASS	PASS	atb.assembly.r0.2.batch.133.tar.xz	https://osf.io/download/3abx7/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238703.fa.gz	None
SAMD00238705	DRR240135	ERZ25508742	seqkit.v0.1_DLS_k0_2fcfdfe8da05e020397bd45e224915a3	PASS	1	r0.2	Mesorhizobium amorphae	Mesorhizobium amorphae_B	T	Mesorhizobium amorphae_B	PASS	PASS	atb.assembly.r0.2.batch.120.tar.xz	https://osf.io/download/6671706965e1de5eb5893baa/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238705.fa.gz	None
SAMD00238706	DRR240136	ERZ25508748	seqkit.v0.1_DLS_k0_f9e965b0427ed2d99b8e321163cea5fb	PASS	1	r0.2	Sphingomonas astaxanthinifaciens DSM 22298	Sphingomicrobium astaxanthinifaciens_A	T	Sphingomicrobium astaxanthinifaciens_A	PASS	PASS	atb.assembly.r0.2.batch.138.tar.xz	https://osf.io/download/66717d020f8c80180c3c9237/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238706.fa.gz	None
SAMD00238707	DRR240137	ERZ25508755	seqkit.v0.1_DLS_k0_9c263241501789079af52bc8e9595584	PASS	1	r0.2	Shinella yambaruensis	Shinella yambaruensis	T	Shinella yambaruensis	PASS	PASS	atb.assembly.r0.2.batch.138.tar.xz	https://osf.io/download/66717d020f8c80180c3c9237/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238707.fa.gz	None
SAMD00238709	DRR240139	ERZ25508769	seqkit.v0.1_DLS_k0_8b826902c12c7514771d3c6bbd70f22d	PASS	1	r0.2	Marinospirillum insulare	Marinospirillum insulare	T	Marinospirillum insulare	PASS	PASS	atb.assembly.r0.2.batch.120.tar.xz	https://osf.io/download/6671706965e1de5eb5893baa/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMD00238709.fa.gz	None
